Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,FullTimeResult,HT_HomeGoals,HT_AwayGoals,HalfTimeResult,Referee,HomeShots,AwayShots,HomeShotsTarget,AwayShotsTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,ResultCode,GoalDiff,TotalGoals,ShotDiff,ShotOnTargetDiff,CornerDiff,YellowCardDiff,RedCardDiff,FoulDiff,Month,MonthName
2022-10-20,Barcelona,Villarreal,3,0,H,3,0,H,,16,5,5,1,18,11,8,0,0,1,0,0,1,3,3,11,4,8,-1,0,7,10,Oct
2022-10-22,Vallecano,Cadiz,5,1,H,2,0,H,,28,3,11,0,13,12,10,1,1,4,1,2,1,4,6,25,11,9,-3,-1,1,10,Oct
2022-10-22,Valladolid,Sociedad,1,0,H,1,0,H,,9,20,2,2,19,14,4,10,2,3,0,0,1,1,1,-11,0,-6,-1,0,5,10,Oct
2022-10-22,Valencia,Mallorca,1,2,A,0,0,D,,13,10,3,5,14,19,5,3,3,5,0,0,-1,-1,3,3,-2,2,-2,0,-5,10,Oct
2022-10-22,Real Madrid,Sevilla,3,1,H,1,0,H,,18,9,6,2,9,12,4,3,1,4,0,0,1,2,4,9,4,1,-3,0,-3,10,Oct
2022-10-23,Espanol,Elche,2,2,D,1,1,D,,13,9,5,4,13,10,5,3,2,3,0,0,0,0,4,4,1,2,-1,0,3,10,Oct
2022-10-23,Betis,Ath Madrid,1,2,A,0,0,D,,17,9,4,3,10,17,7,4,2,3,0,0,-1,-1,3,8,1,3,-1,0,-7,10,Oct
2022-10-23,Girona,Osasuna,1,1,D,1,1,D,,7,9,1,2,11,11,3,5,2,3,0,0,0,0,2,-2,-1,-2,-1,0,0,10,Oct
2022-10-23,Villarreal,Almeria,2,1,H,0,1,A,,11,15,5,4,7,8,10,4,4,1,1,0,1,1,3,-4,1,6,3,1,-1,10,Oct
2022-10-23,Barcelona,Ath Bilbao,4,0,H,3,0,H,,10,5,7,3,7,13,1,2,2,2,0,0,1,4,4,5,4,-1,0,0,-6,10,Oct
2022-10-24,Celta,Getafe,1,1,D,0,1,A,,17,4,5,1,10,13,10,0,1,1,0,0,0,0,2,13,4,10,0,0,-3,10,Oct
2022-10-28,Mallorca,Espanol,1,1,D,0,0,D,,12,7,5,2,15,9,4,4,4,1,0,0,0,0,2,5,3,0,3,0,6,10,Oct
2022-10-29,Almeria,Celta,3,1,H,0,1,A,,19,8,5,3,10,7,6,4,4,0,0,1,1,2,4,11,2,2,4,-1,3,10,Oct
2022-10-29,Cadiz,Ath Madrid,3,2,H,1,0,H,,10,15,7,7,15,12,5,3,2,4,0,0,1,1,5,-5,0,2,-2,0,3,10,Oct
2022-10-29,Sevilla,Vallecano,0,1,A,0,0,D,,10,15,4,5,9,20,6,6,6,1,0,0,-1,-1,1,-5,-1,0,5,0,-11,10,Oct
2022-10-29,Valencia,Barcelona,0,1,A,0,0,D,,3,13,2,2,13,7,3,10,4,5,0,0,-1,-1,1,-10,0,-7,-1,0,6,10,Oct
2022-10-30,Osasuna,Valladolid,2,0,H,2,0,H,,20,7,10,2,14,16,1,8,1,3,0,0,1,2,2,13,8,-7,-2,0,-2,10,Oct
2022-10-30,Real Madrid,Girona,1,1,D,0,0,D,,19,8,6,2,16,8,7,1,3,3,1,0,0,0,2,11,4,6,0,1,8,10,Oct
2022-10-30,Ath Bilbao,Villarreal,1,0,H,0,0,D,,19,6,7,3,12,10,6,2,2,1,0,0,1,1,1,13,4,4,1,0,2,10,Oct
2022-10-30,Sociedad,Betis,0,2,A,0,0,D,,14,10,7,4,22,16,5,3,4,4,0,0,-1,-2,2,4,3,2,0,0,6,10,Oct
2022-10-31,Elche,Getafe,0,1,A,0,0,D,,12,8,5,3,12,11,6,2,0,3,0,1,-1,-1,1,4,2,4,-3,-1,1,10,Oct
2022-11-04,Girona,Ath Bilbao,2,1,H,0,0,D,,19,11,10,7,11,11,7,1,1,1,0,0,1,1,3,8,3,6,0,0,0,11,Nov
2022-11-05,Getafe,Cadiz,0,0,D,0,0,D,,13,15,2,4,15,16,5,5,5,2,2,1,0,0,0,-2,-2,0,3,1,-1,11,Nov
2022-11-05,Valladolid,Elche,2,1,H,1,0,H,,16,4,11,2,9,10,8,4,2,0,0,0,1,1,3,12,9,4,2,0,-1,11,Nov
2022-11-05,Celta,Osasuna,1,2,A,1,2,A,,13,8,5,4,12,20,2,3,1,5,0,0,-1,-1,3,5,1,-1,-4,0,-8,11,Nov
2022-11-05,Barcelona,Almeria,2,0,H,0,0,D,,27,4,13,1,14,13,9,1,2,1,0,0,1,2,2,23,12,8,1,0,1,11,Nov
2022-11-06,Ath Madrid,Espanol,1,1,D,0,0,D,,27,6,7,2,13,10,12,2,3,5,0,1,0,0,2,21,5,10,-2,-1,3,11,Nov
2022-11-06,Sociedad,Valencia,1,1,D,1,1,D,,9,14,4,3,11,12,1,11,2,0,1,0,0,0,2,-5,1,-10,2,1,-1,11,Nov
2022-11-06,Villarreal,Mallorca,0,2,A,0,1,A,,9,7,2,5,17,16,5,2,4,6,0,0,-1,-2,2,2,-3,3,-2,0,1,11,Nov
2022-11-06,Betis,Sevilla,1,1,D,1,0,H,,9,22,4,6,6,20,1,4,4,5,2,1,0,0,2,-13,-2,-3,-1,1,-14,11,Nov
2022-11-07,Vallecano,Real Madrid,3,2,H,2,2,D,,15,16,7,2,22,11,4,5,4,5,0,0,1,1,5,-1,5,-1,-1,0,11,11,Nov
2022-11-08,Elche,Girona,1,2,A,1,1,D,,11,21,2,3,16,9,2,5,3,2,0,0,-1,-1,3,-10,-1,-3,1,0,7,11,Nov
2022-11-08,Ath Bilbao,Valladolid,3,0,H,1,0,H,,19,8,6,0,20,6,10,2,3,1,0,0,1,3,3,11,6,8,2,0,14,11,Nov
2022-11-08,Osasuna,Barcelona,1,2,A,1,0,H,,15,9,3,3,15,6,2,5,4,4,0,2,-1,-1,3,6,0,-3,0,-2,9,11,Nov
2022-11-09,Almeria,Getafe,1,0,H,1,0,H,,8,11,3,3,17,8,7,6,8,4,1,0,1,1,1,-3,0,1,4,1,9,11,Nov
2022-11-09,Sevilla,Sociedad,1,2,A,1,2,A,,6,17,3,9,9,12,2,1,2,2,2,0,-1,-1,3,-11,-6,1,0,2,-3,11,Nov
2022-11-09,Espanol,Villarreal,0,1,A,0,0,D,,14,10,6,3,11,6,4,7,1,3,0,0,-1,-1,1,4,3,-3,-2,0,5,11,Nov
2022-11-09,Mallorca,Ath Madrid,1,0,H,1,0,H,,9,17,3,5,14,17,2,5,5,3,0,0,1,1,1,-8,-2,-3,2,0,-3,11,Nov
2022-11-10,Vallecano,Celta,0,0,D,0,0,D,,10,11,3,3,19,16,5,3,7,1,0,0,0,0,0,-1,0,2,6,0,3,11,Nov
2022-11-10,Valencia,Betis,3,0,H,0,0,D,,15,5,7,1,12,9,5,5,1,3,0,1,1,3,3,10,6,0,-2,-1,3,11,Nov
2022-11-10,Real Madrid,Cadiz,2,1,H,1,0,H,,18,10,5,5,12,16,7,1,3,3,0,0,1,1,3,8,0,6,0,0,-4,11,Nov
2022-12-29,Girona,Vallecano,2,2,D,1,1,D,,16,12,7,4,14,14,2,4,3,2,0,0,0,0,4,4,3,-2,1,0,0,12,Dec
2022-12-29,Betis,Ath Bilbao,0,0,D,0,0,D,,9,10,5,0,8,17,2,6,1,4,1,0,0,0,0,-1,5,-4,-3,1,-9,12,Dec
2022-12-29,Ath Madrid,Elche,2,0,H,0,0,D,,18,5,4,1,14,20,3,5,3,4,1,2,1,2,2,13,3,-2,-1,-1,-6,12,Dec
2022-12-30,Getafe,Mallorca,2,0,H,0,0,D,,14,3,6,0,10,19,4,2,0,1,0,0,1,2,2,11,6,2,-1,0,-9,12,Dec
2022-12-30,Cadiz,Almeria,1,1,D,0,1,A,,12,18,6,9,7,14,3,2,2,0,0,0,0,0,2,-6,-3,1,2,0,-7,12,Dec
2022-12-30,Celta,Sevilla,1,1,D,1,0,H,,17,7,5,5,11,13,5,6,2,4,0,1,0,0,2,10,0,-1,-2,-1,-2,12,Dec
2022-12-30,Valladolid,Real Madrid,0,2,A,0,0,D,,14,19,4,8,7,9,5,9,2,0,1,0,-1,-2,2,-5,-4,-4,2,1,-2,12,Dec
2022-12-31,Barcelona,Espanol,1,1,D,1,0,H,,21,4,6,1,11,15,10,2,6,7,1,1,0,0,2,17,5,8,-1,0,-4,12,Dec
2022-12-31,Sociedad,Osasuna,2,0,H,1,0,H,,9,11,2,3,10,15,3,2,1,1,0,0,1,2,2,-2,-1,1,0,0,-5,12,Dec
2022-12-31,Villarreal,Valencia,2,1,H,1,1,D,,14,13,8,4,12,16,5,2,1,3,0,0,1,1,3,1,4,3,-2,0,-4,12,Dec
2023-01-06,Elche,Celta,0,1,A,0,1,A,,13,14,5,7,15,15,8,4,3,1,1,0,-1,-1,1,-1,-2,4,2,1,0,1,Jan
2023-01-06,Valencia,Cadiz,0,1,A,0,1,A,,11,6,2,2,14,21,13,2,5,6,0,0,-1,-1,1,5,0,11,-1,0,-7,1,Jan
2023-01-07,Villarreal,Real Madrid,2,1,H,0,0,D,,17,13,5,3,13,6,6,5,4,1,0,0,1,1,3,4,2,1,3,0,7,1,Jan
2023-01-07,Mallorca,Valladolid,1,0,H,0,0,D,,13,9,4,1,14,17,6,2,2,3,0,0,1,1,1,4,3,4,-1,0,-3,1,Jan
2023-01-07,Espanol,Girona,2,2,D,0,1,A,,12,12,6,5,13,16,5,2,3,2,0,0,0,0,4,0,1,3,1,0,-3,1,Jan
2023-01-08,Almeria,Sociedad,0,2,A,0,0,D,,6,9,1,6,13,14,4,2,1,0,0,0,-1,-2,2,-3,-5,2,1,0,-1,1,Jan
2023-01-08,Vallecano,Betis,1,2,A,1,2,A,,15,14,3,3,10,16,5,7,3,2,0,0,-1,-1,3,1,0,-2,1,0,-6,1,Jan
2023-01-08,Sevilla,Getafe,2,1,H,1,0,H,,11,11,5,2,13,16,4,4,3,3,0,0,1,1,3,0,3,0,0,0,-3,1,Jan
2023-01-08,Ath Madrid,Barcelona,0,1,A,0,1,A,,20,10,5,2,8,16,7,4,2,3,1,1,-1,-1,1,10,3,3,-1,0,-8,1,Jan
2023-01-09,Ath Bilbao,Osasuna,0,0,D,0,0,D,,17,3,3,1,8,13,14,1,0,1,0,0,0,0,0,14,2,13,-1,0,-5,1,Jan
2023-01-13,Celta,Villarreal,1,1,D,0,1,A,,21,3,8,1,11,8,14,3,0,2,0,0,0,0,2,18,7,11,-2,0,3,1,Jan
2023-01-14,Valladolid,Vallecano,0,1,A,0,0,D,,9,13,2,6,17,18,4,8,2,2,0,0,-1,-1,1,-4,-4,-4,0,0,-1,1,Jan
2023-01-14,Girona,Sevilla,2,1,H,0,1,A,,19,10,7,2,11,7,5,2,3,1,0,0,1,1,3,9,5,3,2,0,4,1,Jan
2023-01-14,Osasuna,Mallorca,1,0,H,0,0,D,,15,6,4,2,15,19,3,1,2,3,0,0,1,1,1,9,2,2,-1,0,-4,1,Jan
2023-01-14,Sociedad,Ath Bilbao,3,1,H,2,1,H,,11,6,5,2,20,15,4,2,5,1,0,1,1,2,4,5,3,2,4,-1,5,1,Jan
2023-01-15,Getafe,Espanol,1,2,A,1,1,D,,10,10,2,4,20,13,5,1,2,3,0,0,-1,-1,3,0,-2,4,-1,0,7,1,Jan
2023-01-15,Almeria,Ath Madrid,1,1,D,1,1,D,,14,12,3,6,14,12,3,4,4,4,0,1,0,0,2,2,-3,-1,0,-1,2,1,Jan
2023-01-16,Cadiz,Elche,1,1,D,1,0,H,,16,12,3,5,11,21,3,6,3,2,0,0,0,0,2,4,-2,-3,1,0,-10,1,Jan
2023-01-20,Mallorca,Celta,1,0,H,0,0,D,,8,10,3,3,15,11,4,6,2,3,0,0,1,1,1,-2,0,-2,-1,0,4,1,Jan
2023-01-21,Vallecano,Sociedad,0,2,A,0,2,A,,14,12,2,7,11,11,3,4,0,0,0,0,-1,-2,2,2,-5,-1,0,0,0,1,Jan
2023-01-21,Espanol,Betis,1,0,H,1,0,H,,8,13,2,4,18,8,7,4,3,2,0,0,1,1,1,-5,-2,3,1,0,10,1,Jan
2023-01-21,Ath Madrid,Valladolid,3,0,H,3,0,H,,18,7,8,1,12,7,4,1,1,1,0,0,1,3,3,11,7,3,0,0,5,1,Jan
2023-01-21,Sevilla,Cadiz,1,0,H,0,0,D,,17,4,9,1,15,14,8,1,1,4,0,1,1,1,1,13,8,7,-3,-1,1,1,Jan
2023-01-22,Villarreal,Girona,1,0,H,0,0,D,,19,8,9,1,21,15,3,2,5,5,0,1,1,1,1,11,8,1,0,-1,6,1,Jan
2023-01-22,Elche,Osasuna,1,1,D,0,1,A,,13,8,4,4,19,9,7,2,2,1,0,0,0,0,2,5,0,5,1,0,10,1,Jan
2023-01-22,Barcelona,Getafe,1,0,H,1,0,H,,8,7,4,3,11,6,4,2,1,2,0,0,1,1,1,1,1,2,-1,0,5,1,Jan
2023-01-22,Ath Bilbao,Real Madrid,0,2,A,0,1,A,,18,10,3,4,17,10,12,2,3,2,0,0,-1,-2,2,8,-1,10,1,0,7,1,Jan
2023-01-23,Valencia,Almeria,2,2,D,0,0,D,,16,14,6,3,8,8,6,2,2,1,0,0,0,0,4,2,3,4,1,0,0,1,Jan
2023-01-27,Almeria,Espanol,3,1,H,1,0,H,,19,6,7,3,16,6,2,2,3,3,0,0,1,2,4,13,4,0,0,0,10,1,Jan
2023-01-28,Cadiz,Mallorca,2,0,H,2,0,H,,11,9,4,2,13,12,6,2,2,2,0,0,1,2,2,2,2,4,0,0,1,1,Jan
2023-01-28,Girona,Barcelona,0,1,A,0,0,D,,8,8,2,3,10,15,4,2,2,3,1,0,-1,-1,1,0,-1,2,-1,1,-5,1,Jan
2023-01-28,Sevilla,Elche,3,0,H,3,0,H,,22,6,8,1,7,8,5,2,1,3,0,1,1,3,3,16,7,3,-2,-1,-1,1,Jan
2023-01-28,Getafe,Betis,0,1,A,0,0,D,,6,13,1,2,25,12,6,1,4,2,0,0,-1,-1,1,-7,-1,5,2,0,13,1,Jan
2023-01-29,Valladolid,Valencia,1,0,H,0,0,D,,13,15,6,2,14,15,4,7,3,1,0,0,1,1,1,-2,4,-3,2,0,-1,1,Jan
2023-01-29,Osasuna,Ath Madrid,0,1,A,0,0,D,,14,13,4,5,13,7,5,4,1,0,0,0,-1,-1,1,1,-1,1,1,0,6,1,Jan
2023-01-29,Celta,Ath Bilbao,1,0,H,0,0,D,,9,5,3,0,17,19,2,5,3,2,0,0,1,1,1,4,3,-3,1,0,-2,1,Jan
2023-01-29,Real Madrid,Sociedad,0,0,D,0,0,D,,20,8,7,3,8,19,10,3,1,4,0,0,0,0,0,12,4,7,-3,0,-11,1,Jan
2023-01-30,Villarreal,Vallecano,0,1,A,0,0,D,,12,11,3,3,11,18,5,4,2,3,0,0,-1,-1,1,1,0,1,-1,0,-7,1,Jan
2023-02-01,Betis,Barcelona,1,2,A,0,0,D,,5,13,1,3,17,9,1,6,3,0,1,0,-1,-1,3,-8,-2,-5,3,1,8,2,Feb
2023-02-02,Real Madrid,Valencia,2,0,H,0,0,D,,19,4,7,0,12,17,6,6,3,1,0,1,1,2,2,15,7,0,2,-1,-5,2,Feb
2023-02-03,Ath Bilbao,Cadiz,4,1,H,3,1,H,,17,15,9,3,14,12,0,3,2,1,1,0,1,3,5,2,6,-3,1,1,2,2,Feb
2023-02-04,Espanol,Osasuna,1,1,D,0,1,A,,9,9,4,3,9,17,4,3,3,5,1,1,0,0,2,0,1,1,-2,0,-8,2,Feb
2023-02-04,Elche,Villarreal,3,1,H,2,1,H,,18,14,7,2,19,8,6,10,4,2,0,0,1,2,4,4,5,-4,2,0,11,2,Feb
2023-02-04,Ath Madrid,Getafe,1,1,D,0,0,D,,12,9,4,1,11,18,8,0,3,5,0,0,0,0,2,3,3,8,-2,0,-7,2,Feb
2023-02-04,Betis,Celta,3,4,A,2,2,D,,15,9,7,7,11,13,5,5,2,3,1,0,-1,-1,7,6,0,0,-1,1,-2,2,Feb
2023-02-05,Mallorca,Real Madrid,1,0,H,1,0,H,,4,20,1,1,29,14,1,12,5,5,0,0,1,1,1,-16,0,-11,0,0,15,2,Feb
2023-02-05,Girona,Valencia,1,0,H,0,0,D,,20,8,8,4,11,10,8,4,1,4,0,0,1,1,1,12,4,4,-3,0,1,2,Feb
2023-02-05,Sociedad,Valladolid,0,1,A,0,0,D,,15,7,4,2,17,14,0,4,4,5,0,0,-1,-1,1,8,2,-4,-1,0,3,2,Feb
2023-02-05,Barcelona,Sevilla,3,0,H,0,0,D,,16,3,7,1,8,10,8,3,0,2,0,0,1,3,3,13,6,5,-2,0,-2,2,Feb
2023-02-06,Vallecano,Almeria,2,0,H,0,0,D,,15,14,11,5,16,9,3,7,3,3,0,0,1,2,2,1,6,-4,0,0,7,2,Feb
2023-02-10,Cadiz,Girona,2,0,H,2,0,H,,12,7,3,1,17,11,5,6,4,4,0,0,1,2,2,5,2,-1,0,0,6,2,Feb
2023-02-11,Almeria,Betis,2,3,A,1,2,A,,16,12,9,7,12,10,8,2,2,3,0,0,-1,-1,5,4,2,6,-1,0,2,2,Feb
2023-02-11,Sevilla,Mallorca,2,0,H,2,0,H,,15,6,6,0,9,14,8,2,5,2,0,0,1,2,2,9,6,6,3,0,-5,2,Feb
2023-02-11,Valencia,Ath Bilbao,1,2,A,1,1,D,,18,11,8,3,11,17,7,1,2,2,0,0,-1,-1,3,7,5,6,0,0,-6,2,Feb
2023-02-12,Getafe,Vallecano,1,1,D,0,1,A,,13,19,4,4,21,19,5,6,4,4,1,0,0,0,2,-6,0,-1,0,1,2,2,Feb
2023-02-12,Celta,Ath Madrid,0,1,A,0,0,D,,14,10,3,2,10,13,7,5,2,2,0,1,-1,-1,1,4,1,2,0,-1,-3,2,Feb
2023-02-12,Valladolid,Osasuna,0,0,D,0,0,D,,18,15,5,4,13,16,10,4,1,3,0,0,0,0,0,3,1,6,-2,0,-3,2,Feb
2023-02-12,Villarreal,Barcelona,0,1,A,0,1,A,,11,7,2,4,22,18,6,2,4,4,0,0,-1,-1,1,4,-2,4,0,0,4,2,Feb
2023-02-13,Espanol,Sociedad,2,3,A,0,1,A,,10,11,6,5,9,17,4,3,4,1,1,0,-1,-1,5,-1,1,1,3,1,-8,2,Feb
2023-02-15,Real Madrid,Elche,4,0,H,3,0,H,,26,7,13,0,5,13,6,4,1,3,0,0,1,4,4,19,13,2,-2,0,-8,2,Feb
2023-02-17,Girona,Almeria,6,2,H,4,0,H,,14,16,8,4,10,8,1,7,1,1,0,0,1,4,8,-2,4,-6,0,0,2,2,Feb
2023-02-18,Sociedad,Celta,1,1,D,1,0,H,,9,18,3,4,14,12,3,7,3,5,0,1,0,0,2,-9,-1,-4,-2,-1,2,2,Feb
2023-02-18,Betis,Valladolid,2,1,H,2,1,H,,16,17,10,3,18,15,4,6,3,5,0,0,1,1,3,-1,7,-2,-2,0,3,2,Feb
2023-02-18,Mallorca,Villarreal,4,2,H,2,1,H,,13,8,5,4,19,8,4,4,5,0,0,1,1,2,6,5,1,0,5,-1,11,2,Feb
2023-02-18,Osasuna,Real Madrid,0,2,A,0,0,D,,11,11,4,6,17,7,5,5,3,2,0,0,-1,-2,2,0,-2,0,1,0,10,2,Feb
2023-02-19,Elche,Espanol,0,1,A,0,0,D,,19,11,5,4,11,12,10,5,2,3,1,0,-1,-1,1,8,1,5,-1,1,-1,2,Feb
2023-02-19,Vallecano,Sevilla,1,1,D,0,1,A,,18,7,5,2,15,6,7,3,4,1,0,0,0,0,2,11,3,4,3,0,9,2,Feb
2023-02-19,Ath Madrid,Ath Bilbao,1,0,H,0,0,D,,17,8,5,2,7,13,6,5,2,3,0,0,1,1,1,9,3,1,-1,0,-6,2,Feb
2023-02-19,Barcelona,Cadiz,2,0,H,2,0,H,,16,14,5,4,15,18,5,6,2,3,0,0,1,2,2,2,1,-1,-1,0,-3,2,Feb
2023-02-20,Getafe,Valencia,1,0,H,0,0,D,,15,8,6,3,11,8,4,5,6,1,0,0,1,1,1,7,3,-1,5,0,3,2,Feb
2023-02-24,Elche,Betis,2,3,A,2,0,H,,4,21,2,9,16,9,3,3,4,1,2,0,-1,-1,5,-17,-7,0,3,2,7,2,Feb
2023-02-25,Espanol,Mallorca,2,1,H,1,1,D,,9,15,3,4,15,18,0,4,2,2,0,0,1,1,3,-6,-1,-4,0,0,-3,2,Feb
2023-02-25,Cadiz,Vallecano,1,0,H,0,0,D,,5,11,3,2,19,19,4,6,3,4,0,1,1,1,1,-6,1,-2,-1,-1,0,2,Feb
2023-02-25,Real Madrid,Ath Madrid,1,1,D,0,0,D,,18,7,7,2,10,8,7,4,3,3,0,1,0,0,2,11,5,3,0,-1,2,2,Feb
2023-02-25,Valencia,Sociedad,1,0,H,1,0,H,,8,11,3,3,13,12,7,8,6,3,0,0,1,1,1,-3,0,-1,3,0,1,2,Feb
2023-02-26,Ath Bilbao,Girona,2,3,A,1,3,A,,17,8,3,4,17,8,11,3,5,5,0,0,-1,-1,5,9,-1,8,0,0,9,2,Feb
2023-02-26,Celta,Valladolid,3,0,H,2,0,H,,18,6,4,3,6,5,5,4,1,3,0,1,1,3,3,12,1,1,-2,-1,1,2,Feb
2023-02-26,Almeria,Barcelona,1,0,H,1,0,H,,7,14,4,1,13,11,4,7,3,3,0,0,1,1,1,-7,3,-3,0,0,2,2,Feb
2023-02-26,Sevilla,Osasuna,2,3,A,0,1,A,,22,11,8,4,10,15,10,2,4,2,1,0,-1,-1,5,11,4,8,2,1,-5,2,Feb
2023-02-27,Villarreal,Getafe,2,1,H,1,1,D,,11,8,5,3,9,13,6,6,0,1,0,0,1,1,3,3,2,0,-1,0,-4,2,Feb
2023-03-03,Sociedad,Cadiz,0,0,D,0,0,D,,15,6,3,2,18,18,4,0,0,1,0,0,0,0,0,9,1,4,-1,0,0,3,Mar
2023-03-04,Getafe,Girona,3,2,H,3,0,H,,10,9,6,7,24,11,3,3,5,4,0,0,1,1,5,1,-1,0,1,0,13,3,Mar
2023-03-04,Almeria,Villarreal,0,2,A,0,0,D,,6,16,0,6,11,10,2,10,2,4,0,0,-1,-2,2,-10,-6,-8,-2,0,1,3,Mar
2023-03-04,Mallorca,Elche,0,1,A,0,0,D,,14,15,3,6,17,14,6,7,3,3,0,0,-1,-1,1,-1,-3,-1,0,0,3,3,Mar
2023-03-04,Ath Madrid,Sevilla,6,1,H,2,1,H,,18,8,8,1,12,11,7,3,1,4,0,1,1,5,7,10,7,4,-3,-1,1,3,Mar
2023-03-05,Valladolid,Espanol,2,1,H,1,0,H,,15,12,5,2,4,11,9,6,3,2,0,0,1,1,3,3,3,3,1,0,-7,3,Mar
2023-03-05,Barcelona,Valencia,1,0,H,1,0,H,,13,13,4,1,11,13,5,2,0,0,1,0,1,1,1,0,3,3,0,1,-2,3,Mar
2023-03-05,Vallecano,Ath Bilbao,0,0,D,0,0,D,,18,16,2,3,9,17,7,9,1,0,0,1,0,0,0,2,-1,-2,1,-1,-8,3,Mar
2023-03-05,Betis,Real Madrid,0,0,D,0,0,D,,8,15,4,5,12,13,5,3,3,4,0,0,0,0,0,-7,-1,2,-1,0,-1,3,Mar
2023-03-06,Osasuna,Celta,0,0,D,0,0,D,,10,6,5,0,12,12,6,4,0,2,0,0,0,0,0,4,5,2,-2,0,0,3,Mar
2023-03-10,Cadiz,Getafe,2,2,D,1,0,H,,11,16,4,10,13,16,2,6,4,5,1,1,0,0,4,-5,-6,-4,-1,0,-3,3,Mar
2023-03-11,Real Madrid,Espanol,3,1,H,2,1,H,,22,10,7,3,12,17,7,4,3,2,0,0,1,2,4,12,4,3,1,0,-5,3,Mar
2023-03-11,Elche,Valladolid,1,1,D,0,1,A,,24,5,10,1,19,11,10,3,4,6,0,2,0,0,2,19,9,7,-2,-2,8,3,Mar
2023-03-11,Celta,Vallecano,3,0,H,0,0,D,,15,12,6,3,13,12,3,7,2,3,0,0,1,3,3,3,3,-4,-1,0,1,3,Mar
2023-03-11,Valencia,Osasuna,1,0,H,0,0,D,,8,7,4,0,8,19,12,3,2,5,0,0,1,1,1,1,4,9,-3,0,-11,3,Mar
2023-03-12,Mallorca,Sociedad,1,1,D,0,1,A,,8,8,2,2,19,20,3,2,2,2,0,1,0,0,2,0,0,1,0,-1,-1,3,Mar
2023-03-12,Sevilla,Almeria,2,1,H,1,1,D,,27,13,5,5,8,11,6,4,4,4,0,0,1,1,3,14,0,2,0,0,-3,3,Mar
2023-03-12,Villarreal,Betis,1,1,D,0,1,A,,15,6,4,3,8,11,2,4,3,2,0,0,0,0,2,9,1,-2,1,0,-3,3,Mar
2023-03-12,Ath Bilbao,Barcelona,0,1,A,0,1,A,,15,10,5,2,13,7,5,3,2,1,0,0,-1,-1,1,5,3,2,1,0,6,3,Mar
2023-03-13,Girona,Ath Madrid,0,1,A,0,0,D,,6,14,4,4,6,12,1,3,2,3,0,0,-1,-1,1,-8,0,-2,-1,0,-6,3,Mar
2023-03-17,Valladolid,Ath Bilbao,1,3,A,0,1,A,,15,15,3,6,9,14,2,9,2,2,0,0,-1,-2,4,0,-3,-7,0,0,-5,3,Mar
2023-03-18,Almeria,Cadiz,1,1,D,0,0,D,,17,10,5,4,12,12,5,2,1,4,0,0,0,0,2,7,1,3,-3,0,0,3,Mar
2023-03-18,Vallecano,Girona,2,2,D,2,1,H,,15,12,3,4,15,16,3,5,2,2,0,0,0,0,4,3,-1,-2,0,0,-1,3,Mar
2023-03-18,Espanol,Celta,1,3,A,0,2,A,,11,8,3,4,11,12,4,1,2,2,0,0,-1,-2,4,3,-1,3,0,0,-1,3,Mar
2023-03-18,Ath Madrid,Valencia,3,0,H,1,0,H,,14,9,6,1,12,9,4,2,2,0,0,0,1,3,3,5,5,2,2,0,3,3,Mar
2023-03-19,Betis,Mallorca,1,0,H,0,0,D,,10,5,3,1,8,15,4,4,1,2,0,0,1,1,1,5,2,0,-1,0,-7,3,Mar
2023-03-19,Osasuna,Villarreal,0,3,A,0,1,A,,10,12,2,6,15,7,7,1,3,2,0,0,-1,-3,3,-2,-4,6,1,0,8,3,Mar
2023-03-19,Sociedad,Elche,2,0,H,0,0,D,,17,4,4,3,16,16,5,3,2,1,0,0,1,2,2,13,1,2,1,0,0,3,Mar
2023-03-19,Getafe,Sevilla,2,0,H,0,0,D,,15,11,4,4,22,10,4,1,4,2,0,0,1,2,2,4,0,3,2,0,12,3,Mar
2023-03-19,Barcelona,Real Madrid,2,1,H,1,1,D,,17,11,7,3,12,13,8,1,4,3,0,0,1,1,3,6,4,7,1,0,-1,3,Mar
2023-03-31,Mallorca,Osasuna,0,0,D,0,0,D,,10,11,1,2,19,17,2,3,7,3,1,0,0,0,0,-1,-1,-1,4,1,2,3,Mar
2023-04-01,Girona,Espanol,2,1,H,0,0,D,,14,5,4,1,12,16,5,2,4,2,0,1,1,1,3,9,3,3,2,-1,-4,4,Apr
2023-04-01,Ath Bilbao,Getafe,0,0,D,0,0,D,,17,9,3,1,8,9,13,3,0,0,0,0,0,0,0,8,2,10,0,0,-1,4,Apr
2023-04-01,Cadiz,Sevilla,0,2,A,0,0,D,,14,11,3,5,9,14,8,4,3,4,0,0,-1,-2,2,3,-2,4,-1,0,-5,4,Apr
2023-04-01,Elche,Barcelona,0,4,A,0,1,A,,15,12,2,6,11,11,11,3,0,3,0,0,-1,-4,4,3,-4,8,-3,0,0,4,Apr
2023-04-02,Celta,Almeria,2,2,D,2,2,D,,21,8,5,3,13,12,4,1,3,5,0,0,0,0,4,13,2,3,-2,0,1,4,Apr
2023-04-02,Real Madrid,Valladolid,6,0,H,4,0,H,,30,12,17,2,17,11,9,1,0,1,0,0,1,6,6,18,15,8,-1,0,6,4,Apr
